"Streetname","District","Type"
"Moßbachergasse","14","Gemeindestraße"
"Starchantgasse","16","Gemeindestraße"
"Stutterheimstraße","15","Gemeindestraße"
"Guntherstraße","15","Gemeindestraße"
"Krebsengartengasse","15","Gemeindestraße"
"Hollandstraße","2","Gemeindestraße"
"Huschkagasse","19","Gemeindestraße"
"Hartriegelgasse","22","Gemeindestraße"
"Köglergasse","10|12","Gemeindestraße"
"Bergengasse","22","Gemeindestraße"
"Teichackergasse","12","Gemeindestraße"
"Gspöttgrabendurchlaß","19","lokaler (interner) Straßenname"
"Spießwegsteg","19","Brücke"
"Kohlenbrennersteg","19","Brücke"
"Kleines Schilloch","22","Stehendes Gewässer (See, Teich)"
"SDL Am alten Berg","14","Gartensiedlung und Siedlung"
"KLG Am Anger","12","Kleingartenanlage"
"KLG Am Ries Plankenmais","22","Kleingartenanlage"
"Knospenweg","17","Weg in Kleingartenanlage"
"Umkehrschleife Wolkersbergenstraße","13","Gebrauchsname"
"Rosenweg-Schafberg","17","Weg in Kleingartenanlage"
"Kastanienalleeteich 3","10","Stehendes Gewässer (See, Teich)"
"Steg zur Kleingartensiedlung","14","Brücke"
"Unterer Kinderheimsteg","14","lokaler (interner) Straßenname"
"Dr.-Josef-Bayer-Hof","14","städtische Wohnhausanlage"
"Eduard-Leisching-Hof","5","städtische Wohnhausanlage"
"Eduard-Pantucek-Hof","11","städtische Wohnhausanlage"
"Eiselsberghof","5","städtische Wohnhausanlage"
"Emmerich-Sailer-Hof","5","städtische Wohnhausanlage"
"Rosariumsteg 3","22","Brücke"
"U-Bahn Station Kendlerstraße","16","U-Bahnstation"
"U-Bahn Station Ottakring","16","U-Bahnstation"
"Sir-Karl-Popper-Schule","15","Schule"
"Henri-Dunant-Schule","21","Schule"
"Lorenz-Kellner-Schule","22","Schule"
"Preyweg","22","Gemeindestraße"
"Kurt-Heller-Hof","2","städtische Wohnhausanlage"
"Eduard-Schlesinger-Hof","13","städtische Wohnhausanlage"
"Sturmweg","22","Weg in Kleingartenanlage"
"Wildgansplatz","3","Gemeindestraße"
"Linker Weg","22","Weg in Kleingartenanlage"
"Muttergartenweg","22","Weg in Kleingartenanlage"
"Rechter Weg","22","Weg in Kleingartenanlage"
"Radweg Harthausergasse","12|15","Gemeindestraße"
"Adelheid-Popp-Hof","16","städtische Wohnhausanlage"
"Am Laaer Berg","10","Wohngebiete"
"Wilhelminenstraßenbrücke","16","Brücke"
"Seeböckgassenbrücke","16","Brücke"
"Kahlenbergerdorf","19","Flurname"
"Dammhaufen","2","Flurname"
"Rotwassergraben","13","Fließgewässer"
"Schillerwasser","22","Stehendes Gewässer (See, Teich)"
"Alois-Eyermann-Weg","22","Weg in Kleingartenanlage"
"Am Abhang","21","Gemeindestraße"
"Strandbad Stadlau","22","Bad"
"Gaswerkstraße","21","Gemeindestraße"
"Jutegasse","22","Gemeindestraße"
"Opitzgasse","13","Gemeindestraße"
"Georgsgasse","23","Gemeindestraße"
"Friedhof Hirschstetten","22","Friedhof"
"Friedhof Jedlesee","21","Friedhof"
"Friedhof Kalksburg","23","Friedhof"
"Inzersdorfer Straße","10","Gemeindestraße"
"Hundertwasser-Promenade","3","Gemeindestraße"
"Käthe-Jonas-Weg","14","Gemeindestraße"
"Ampferergasse","10","Gemeindestraße"
"Veilchenweg","14","Gemeindestraße"
"Kafkasteg","2","Brücke"
"Sibeliusstraße","10","Gemeindestraße"
"Brunnenstubengasse","17","Gemeindestraße"
"Trubelgasse","3","Gemeindestraße"
"Steg an der Ostbahnbrücke","2|11","Brücke"
"Erster Gerinnedurchlaß","17","lokaler (interner) Straßenname"
"Dritter Gerinnedurchlaß","17","lokaler (interner) Straßenname"
"Unterführung Scheydgasse","21","Unterführung"
"Rotwasserbrücke","13|14","Brücke"
"Steg 1932","19","lokaler (interner) Straßenname"
"Rosa-Jochmann-Schule","11","Schule"
"Paul-Grüninger-Schule","21","Schule"
"Siegfried-Marcus-Schule","21","Schule"
"Gewerbepark Stadlau","22","Objektname"
"KLG Gartengemeinde Adolfstor","13","Kleingartenanlage"
"KGV Alt Klampfelberg (Gr.A)","17","Kleingartenanlage"
"Volksparkteich","10","Stehendes Gewässer (See, Teich)"
"Stierofenteich","10","Stehendes Gewässer (See, Teich)"
"Haseleckersteig","19","Gemeindestraße"
"Brücke Stammersdorfer Straße","21","Brücke"
"Gründurchzug B17","10","Brücke"
"Jürgenssenweg","21","Gemeindestraße"
"Franz-Petritsch-Hof","21","städtische Wohnhausanlage"
"Ingeborg-Bachmann-Platz","22","Gemeindestraße"
"Anna-Boschek-Hof","10","städtische Wohnhausanlage"
"Friederike-Stoiber-Park","12","Park"
"Helmut-Zilk-Platz","1","Gemeindestraße"
"Robert-Hochner-Park","3","Park"
"Hugo-Bettauer-Platz","8","Gemeindestraße"
"Anna-Müller-Straße","22","Gemeindestraße"
"Leopold-Gratz-Platz","1","Gemeindestraße"
"Dr.-Helmut-Zilk-Wald","23","Wald"
"Hubert-Feilnreiter-Hof","6","städtische Wohnhausanlage"
"Hütteldorfer Bad","14","Bad"
"Spinozagasse","16|17","Gemeindestraße"
"Anzengruber Brücke","14","Brücke"
"Stastnyweg","22","Gemeindestraße"
"Fred-Liewehr-Gasse","13","Gemeindestraße"
"Am Bruckhaufen","21","Gemeindestraße"
"Romy-Schneider-Gasse","23","Gemeindestraße"
"Jerusalem-Stiege","1","Gemeindestraße"
"Alberner Hafen","11","Hafenanlage"
"KLG Gänsehäufel","22","Kleingartenanlage"
"KLG Gutfreund","21","Kleingartenanlage"
"Am Leberberg","11","Flurname"
"Gaswerksteg A4 Richtung Schwechat","3","Brücke"
"Gewidmete Verkehrsfläche","17","Gemeindestraße"
"Karl-Waldbrunner-Platz","21","Gemeindestraße"
"Helene-Heppe-Park","6","Park"
"Hafen Lobau Frachtenbahnhof","22","Bahnhof"
"Bahnhof Hadersdorf","14","Bahnhof"
"Karl-Beck-Gasse","22","Gemeindestraße"
"Holzhausenplatz","14","Gemeindestraße"
"Hans-Czermak-Gasse","21","Gemeindestraße"
"Maschanzkagrund","22","Flurname"
"Friedrich-Engels-Hof","11","städtische Wohnhausanlage"
"Klosehof","19","städtische Wohnhausanlage"
"Hamerlingweg","11","Weg in Kleingartenanlage"
"Liesingsteg im Bereich Wohnparkstraße","23","Brücke"
"Gewidmete Verkehrsfläche","23","Gemeindestraße"
"Kastelicweg","22","Gemeindestraße"
"Schmetterlingspark","20","Park"
"Cordobaplatz","21","Gemeindestraße"
"Musikzugplatz","14","Gemeindestraße"
"Seitenhafenbrücke","2|11","Brücke"
"Öffentlicher Durchgang KLG Petzgrund","21","Gebrauchsname"
"Franz-Haas-Hof","11","städtische Wohnhausanlage"
"Anne-Frank-Gasse","3","Gemeindestraße"
"KLG Pelargonienweg","22","Kleingartenanlage"
"Eichwiese","23","Wiese"
"Häuserl am Roan","19","Objektname"
"Bahnhof Erdberg","3","Bahnhof"
"Untere Donaustraße","2","Gemeindestraße"
"Untere Sätzen","21","Gemeindestraße"
"Urschenböckgasse","11","Gemeindestraße"
"Utendorfgasse","14","Gemeindestraße"
"Hermine-Cloeter-Gasse","14","Gemeindestraße"
"Viriotgasse","9","Gemeindestraße"
"Josef-Haas-Gasse","11","Gemeindestraße"
"Herzmanovsky-Orlando-Gasse","21","Gemeindestraße"
"Kendegasse","21","Gemeindestraße"
"Pirquethof","16","städtische Wohnhausanlage"
"Professor-Rudolf-Boeck-Hof","23","städtische Wohnhausanlage"
"Professor-Jodl-Hof","19","städtische Wohnhausanlage"
"Vogelweidhof","15","städtische Wohnhausanlage"
"Wildganshof","3","städtische Wohnhausanlage"
"Klugerhof","21","städtische Wohnhausanlage"
"Wittmannweg","14","Gemeindestraße"
"Unterfahrung der Donauländebahn","11","Unterführung"
"Gewidmete Verkehrsfläche","23","Gemeindestraße"
"Martha-Rohs-Weg","13","Gemeindestraße"
"Finkenweg","22","Weg in Kleingartenanlage"
"Klausgraben","21","Fließgewässer"
"Kolonieweg","12","Weg in Kleingartenanlage"
"Stieglitzweg","22","Weg in Kleingartenanlage"
"Gewidmete Verkehrsfläche","21","Gemeindestraße"
"Altmannsdorfer Grabenbrücke","23","Brücke"
"Unterführung Praterstern","2","Unterführung"
"KLG Hammerschmiedgraben","19","Kleingartenanlage"
"Altwirthgasse","23","Gemeindestraße"
"Blumentalgasse","23","Gemeindestraße"
"Kraßniggasse","14","Gemeindestraße"
"Leopoldstadt","2","Gemeindebezirk"
"Landstraße","3","Gemeindebezirk"
"Simmering","11","Gemeindebezirk"
"Donaustadt","22","Gemeindebezirk"
"Johann-Hatzl-Platz","11","Gemeindestraße"
"Marianne-Fritz-Park","7","Park"
"Parkanlage Maria vom Siege","15","Park"
"Parkanlage Mareschplatz","15","Park"
"Parkanlage Mannswörther Straße","11","Park"
"Parkanlage Mannagettasteig","19","Park"
"Parkanlage Lüssenpromenade","21","Park"
"Parkanlage Luntzgasse","20","Park"
"Parkanlage Ludwig-Kirschner-Gasse","23","Park"
"Parkanlage Ludo-Hartmann-Platz","16","Park"
"Parkanlage Löwygrube","10","Park"
"Parkanlage Lorettoplatz","21","Park"
"Parkanlage Lorenz-Reiter-Straße","11","Park"
"Parkanlage Laxenburger Straße","10","Park"
"Fritz-Hahn-Gasse","10","Gemeindestraße"
"Sissy-Löwinger-Weg","10","Gemeindestraße"
"Bloch-Bauer-Promenade","10","Gemeindestraße"
"Parkanlage Lautenschlägergasse","11","Park"
"Parkanlage Latschkagasse","9","Park"
"Franz-Mayer-Park","19","Park"
"Parkanlage Lambertgasse","16","Park"
"Parkanlage Kutschkergasse","18","Park"
"Parkanlage Kurt-Tichy-Gasse","10","Park"
"Parkanlage Kürschnergasse","21","Park"
"Parkanlage Küniglberg","13","Park"
"Parkanlage Kummergasse","21","Park"
"Parkanlage Kudlichgasse","10","Park"
"Parkanlage Kuchelau","19","Park"
"Parkanlage Krötzlergasse","11","Park"
"Parkanlage Kranlweg","19","Park"
"Parkanlage Kornauthgasse","10","Park"
"Parkanlage Kopalgasse","11","Park"
"Parkanlage Hutterergasse","11","Park"
"Parkanlage Eisteichstraße","11","Park"
"Waldpark Koloniestraße","21","Park"
"Parkanlage Kolbegasse","23","Park"
"Parkanlage Kobingergasse","12","Park"
"Parkanlage Dunklergasse","12","Park"
"Parkanlage Harthausergasse","12","Park"
"Parkanlage Knöllgasse","10","Park"
"Parkanlage Kliergasse","19","Park"
"Parkanlage Klederinger Straße","10","Park"
"Parkanlage Kinzerplatz","21","Park"
"Parkanlage Kendlerstraße","16","Park"
"Parkanlage Kaspargasse","22","Park"
"Parkanlage Kaschauerplatz","22","Park"
"Parkanlage Kartouschgasse","22","Park"
"Parkanlage Friedhof Hirschstetten","22","Park"
"Parkanlage Anfanggasse","22","Park"
"Parkanlage Karl-Seitz-Platz","21","Park"
"Parkanlage Karl-Kraus-Gasse","12","Park"
"Parkanlage Kapaunplatz","20","Park"
"Parkanlage Kalksburg","23","Park"
"Trpinpark","11","Park"
"Parkanlage Kagraner Platz","22","Park"
"Park der Freiheit","17","Park"
"Parkanlage Jenbachgasse","13","Park"
"Parkanlage Joachimsthalerplatz","16","Park"
"Parkanlage In der Krim","19","Park"
"Parkanlage Johann-Pölzer-Gasse","10","Park"
"Parkanlage Inzersdorfer Kirchenplatz","23","Park"
"Parkanlage Innstraße","2","Park"
"Anna-Ehm-Park","19","Park"
"Pumpwerk","22","Objektname"
"Wassersportzentrum","22","Sportstätten"
"Parkanlage Illnerstraße","22","Park"
"Parkanlage Illgasse","21","Park"
"Parkanlage Hyazinthengasse","22","Park"
"Parkanlage Hüttelbergstraße","14","Park"
"Parkanlage Hungerbergstraße","19","Park"
"Olympiapark","19","Park"
"Parkanlage Holzknechtstraße","10","Park"
"Parkanlage Holubstraße","2","Park"
"Parkanlage Holeyplatz","10","Park"
"Parkanlage Hofjägerstraße","13","Park"
"Parkanlage Hofferplatz","16","Park"
"Grünanlage Höfergasse","9","Park"
"Parkanlage AKH","9","Park"
"Gerda-Lerner-Park","18","Park"
"Karl-Humenberger-Gasse","21","Gemeindestraße"
"Loulagasse","21","Gemeindestraße"
"Weimarer Straße","18|19","Gemeindestraße"
"Weißdornweg","18","Gemeindestraße"
"Rappachgasse","11","Gemeindestraße"
"Spinngasse","11","Gemeindestraße"
"Chwallagasse","6","Gemeindestraße"
"Plößlgasse","4","Gemeindestraße"
"Paniglgasse","4","Gemeindestraße"
"Rienößlgasse","4","Gemeindestraße"
"Spittelberggasse","7","Gemeindestraße"
"Björnsongasse","13","Gemeindestraße"
"Hoffmeistergasse","12","Gemeindestraße"
"Haidackergasse","12","Gemeindestraße"
"Canalettogasse","12","Gemeindestraße"
"Grießergasse","12","Gemeindestraße"
"Seuttergasse","13","Gemeindestraße"
"Mantlergasse","13","Gemeindestraße"
"Altgasse","13","Gemeindestraße"
"Rathstraße","19","Gemeindestraße"
"Formanekgasse","19","Gemeindestraße"
"Hansi-Niese-Weg","13","Gemeindestraße"
"Rosenhügelstraße","12|13|23","Gemeindestraße"
"Abermanngasse","12","Gemeindestraße"
"Heinzelmanngasse","20","Gemeindestraße"
"Illgasse","21","Gemeindestraße"
"Wedekindgasse","21","Gemeindestraße"
"Ispergasse","21","Gemeindestraße"
"Mumbgasse","2","Gemeindestraße"
"Hellingstraße","2","Gemeindestraße"
"Schaludekgasse","11","Gemeindestraße"
"Neu Albern","11","Gemeindestraße"
"Avedikstraße","15","Gemeindestraße"
"Degengasse","16","Gemeindestraße"
"Wiesingerstraße","1","Gemeindestraße"
"Kupferschmiedgasse","1","Gemeindestraße"
"Eduard-Klein-Gasse","13","Gemeindestraße"
"Ziehrerplatz","3","Gemeindestraße"
"Renngasse","1","Gemeindestraße"
"Muchagasse","19","Gemeindestraße"
"Trautenauplatz","19","Gemeindestraße"
"Mispelweg","22","Gemeindestraße"
"Augrundweg","22","Gemeindestraße"
"Rosthorngasse","22","Gemeindestraße"
"Schmidlergasse","23","Gemeindestraße"
"Gaargasse","23","Gemeindestraße"
"Kolpingstraße","23","Gemeindestraße"
"Bellinigasse","22","Gemeindestraße"
"Cherubinistraße","22","Gemeindestraße"
"Götzgasse","10","Gemeindestraße"
"Metastasiogasse","1","Gemeindestraße"
"Hanuschgasse","1","Gemeindestraße"
"Untere Aquäduktgasse","23","Gemeindestraße"
"Dirmhirngasse","23","Gemeindestraße"
"Oldenburggasse","23","Gemeindestraße"
"Schlimekgasse","23","Gemeindestraße"
"Beethovenstraße","23","Gemeindestraße"
"Arabellagasse","23","Gemeindestraße"
"Vertexgasse","23","Gemeindestraße"
"Parkgasse","3","Gemeindestraße"
"Bayerngasse","3","Gemeindestraße"
"Drorygasse","3","Gemeindestraße"
"Myrbachgasse","14","Gemeindestraße"
"Köppelweg","14","Gemeindestraße"
"Bettelheimstraße","22","Gemeindestraße"
"Bloschgasse","19","Gemeindestraße"
"Flandorferweg","21","Gemeindestraße"
"Atzlergasse","23","Gemeindestraße"
"Enzingergasse","7","Gemeindestraße"
"Urban-Loritz-Platz","7","Gemeindestraße"
"Brahmsplatz","4","Gemeindestraße"
"Petzvalgasse","4","Gemeindestraße"
"Fickertgasse","19","Gemeindestraße"
"Kolletschkagasse","22","Gemeindestraße"
"Demeliusgasse","22","Gemeindestraße"
"Hyazinthengasse","22","Gemeindestraße"
"Marinonigasse","21","Gemeindestraße"
"Helene-Richter-Gasse","21","Gemeindestraße"
"Felix-Dahn-Straße","18|19","Gemeindestraße"
"Franz-Hauer-Platz","3","Gemeindestraße"
"Vogelsanggasse","5","Gemeindestraße"
"Spießhammergasse","12","Gemeindestraße"
"Heinickegasse","15","Gemeindestraße"
"Währinger Straße","9|18","Gemeindestraße"
"Obere Grenzgasse","10|23","Gemeindestraße"
"Armenierplatz","3","Gemeindestraße"
"Possannergasse","13","Gemeindestraße"
"Neuwiesgasse","14","Gemeindestraße"
"Delsenbachgasse","11","Gemeindestraße"
"Heinrich-Kneissl-Gasse","14","Gemeindestraße"
"Walkürengasse","15","Gemeindestraße"
"Alpengasse","10","Gemeindestraße"
"Kornauthgasse","10","Gemeindestraße"
"Schwimmschulteich","10","Stehendes Gewässer (See, Teich)"
"Kastanienalleeteich 1","10","Stehendes Gewässer (See, Teich)"
"Gaisbergteich","10","Stehendes Gewässer (See, Teich)"
"Josef-Reißberger-Weg","17","Weg in Kleingartenanlage"
"Kobenzlweg","11","Weg in Kleingartenanlage"
"Kreuzgrund Traverse","22","Riedbezeichnung"
"Bärenberg","13","Berg"
"Sickerteich Neusatzgasse","21","Stehendes Gewässer (See, Teich)"
"Sickerteich-Untere Jungenberggasse","21","Stehendes Gewässer (See, Teich)"
"Wilhelm-Weber-Hof","11","städtische Wohnhausanlage"
"Harry-S.-Truman-Hof","23","städtische Wohnhausanlage"
"Schwalbenteich","22","Stehendes Gewässer (See, Teich)"
"Apfelweg","11","Weg in Kleingartenanlage"
"Rosa-Albach-Retty-Hof","19","städtische Wohnhausanlage"
"Gütenbach","13|23","Fließgewässer"
"Himmelteich","22","Stehendes Gewässer (See, Teich)"
"Kasgraben","14","Fließgewässer"
"SMZ-Ost Donauspital","22","Spital, Pflegeheim"
"Unfallkrankenhaus Meidling","12","Spital, Pflegeheim"
"Barmherzige Schwestern","6","Spital, Pflegeheim"
"U-Bahn Station Meidlinger-Hauptstraße","12","U-Bahnstation"
"U-Bahn Station Siebenhirten","23","U-Bahnstation"
"U-Bahn Station Michelbeuern","9","U-Bahnstation"
"Spielplatz Gaudenzdorfer Gürtel","5","Spielplatz"
"KG Donaufeld","20|21|22","Katastralgemeinde"
"KG Großjedlersdorf I","21","Katastralgemeinde"
"Geyschlägergasse","15","Gemeindestraße"
"Porschestraße","23","Gemeindestraße"
"Marx-Meidlinger Straße","12","Gemeindestraße"
"Wildpretstraße","11","Gemeindestraße"
"Maderstraße","4","Gemeindestraße"
"Haydnpark","12","Park"
"Taubstummengasse","4","Gemeindestraße"
"Blechschmidtgasse","21","Gemeindestraße"
"Mariensteig","13","Gemeindestraße"
"Sebastian-Kelch-Gasse","14","Gemeindestraße"
"Franz-von-Sales-Steg","10","Brücke"
"Brücke Leberstraße","11","Brücke"
"Lehrpfadsteg 1","13","Brücke"
"Apostelbad","3","Bad"
"Sportplatz ASKÖ Spenadlwiese","2","Sportplatz"
"Kastnersiedlung","21","Gartensiedlung und Siedlung"
"SDL An der Jedlersdorfer Straße","21","Gartensiedlung und Siedlung"
"Knoten Nußdorf Tragwerk 9","19|20","Brücke"
"Linienamtsgewölbe","19","lokaler (interner) Straßenname"
"Retentionsbrücke","13","Brücke"
"Grünauerbachbrücke","13","Brücke"
"Aldo-Moro-Hof","18","städtische Wohnhausanlage"
"Ernst-Kirchweger-Hof","10","städtische Wohnhausanlage"
"Maria-Franc-Hof","8","städtische Wohnhausanlage"
"Franz-Glaserer-Hof","14","städtische Wohnhausanlage"
"Franz-Grolig-Hof","5","städtische Wohnhausanlage"
"Bahnwächterhaus","21","Objektname"
"Bei der Kreuzeiche","19","Flurname"
"Bei der Tafeleiche","23","Flurname"
"Herbert-Böhm-Hof","11","städtische Wohnhausanlage"
"Rückhaltebecken Alterlaa","23","Stehendes Gewässer (See, Teich)"
"Rückhaltebecken Inzersdorf 1","23","Stehendes Gewässer (See, Teich)"
"Knotzenbach","23","Fließgewässer"
"Schallautzergraben","13","Fließgewässer"
"Marienbach","13","Fließgewässer"
"Quellengraben","17","Fließgewässer"
"Konstantinteich","2","Stehendes Gewässer (See, Teich)"
"Kieslerweg","22","Weg in Kleingartenanlage"
"Zufahrt Lagerplatz MA28","22","Gemeindestraße"
"Rettungstunnel AKH","9|18","Tunnel"
"KLG Am Ries Strasser","22","Kleingartenanlage"
"Temporärer Markt Freyung","1","Markt"
"KG Jedlesee","21","Katastralgemeinde"
"KG Schwarze Lackenau","19|20|21","Katastralgemeinde"
"KG Strebersdorf","21","Katastralgemeinde"
"KG Aspern","2|22","Katastralgemeinde"
"Sportplatz Rapid Oberlaa","10","Sportplatz"
"Sportplatz Haus des Sportes","10","Sportplatz"
"Sportplatz Favoritner-Athletik-Club","10","Sportplatz"
"Fröhlichhof","12","städtische Wohnhausanlage"
"Villaweg","22","Weg in Kleingartenanlage"
"St.-Veit-Gasse","13","Gemeindestraße"
"Jupiterweg","22","Weg in Kleingartenanlage"
"Balgavyweg","21","Gemeindestraße"
"Salvador-Allende-Hof","11","städtische Wohnhausanlage"
"Alfred-Wunsch-Hof","11","städtische Wohnhausanlage"
"Karl-Michal-Hof","20","städtische Wohnhausanlage"
"Olof-Palme-Hof","10","städtische Wohnhausanlage"
"Robert-Uhlir-Hof","2","städtische Wohnhausanlage"
"Franz-Graczoll-Hof","15","städtische Wohnhausanlage"
"Karl-Mark-Hof","19","städtische Wohnhausanlage"
"Goethenwasser","22","Fließgewässer"
"Tischwasser","22","Stehendes Gewässer (See, Teich)"
"Sportplatz Athletiksport Club","2","Sportplatz"
"Johannes-de-La-Salle-Gasse","21","Gemeindestraße"
"Mosheimergasse","21","Gemeindestraße"
"Am oberen Kirchberg","21","Gemeindestraße"
"Hochbahngasse","21","Gemeindestraße"
"Gewidmete Verkehrsfläche","21","Gemeindestraße"
"Hermann-Broch-Gasse","12","Gemeindestraße"
"Am Verschiebebahnhof","10","Gemeindestraße"
"Zieritzgasse","22","Gemeindestraße"
"Gewidmete Verkehrsfläche","19","Gemeindestraße"
"Albert-Sever-Straße","21","Gemeindestraße"
"Schöpfwerk Steg","12|23","Brücke"
"KLG Eschenkogel","10","Kleingartenanlage"
"KLG ÖBB Maxing 2066 (Elisabethallee)","12","Kleingartenanlage"
"SDL Ponysee","22","Gartensiedlung und Siedlung"
"KLG SDL Laaerwald","10","Kleingartenanlage"
"Alois-Grandl-Weg","14","Gemeindestraße"
"Isidro-Fabela-Promenade","22","Gemeindestraße"
"Meidlinger Platzl","12","Gemeindestraße"
"Sepp-Fellner-Gasse","14","Gemeindestraße"
"Emmi-Freundlich-Gasse","21","Gemeindestraße"
"Am-Hans-Moser-Park","13","Gemeindestraße"
"Elisabeth-Petznek-Gasse","14","Gemeindestraße"
"Angela-Stadtherr-Gasse","11","Gemeindestraße"
"Ida-Pfeiffer-Weg","3","Gemeindestraße"
"Grünweg","22","Weg in Kleingartenanlage"
"Holzweg","22","Weg in Kleingartenanlage"
"Querweg","22","Weg in Kleingartenanlage"
"Am Himmel","19","Flurname"
"Am Johannesberg","10","Flurname"
"Schafberg","17|18","Berg"
"Straußweg","11","Weg in Kleingartenanlage"
"Richard-Neutra-Gasse","21","Gemeindestraße"
"Erich-Fried-Weg","22","Gemeindestraße"
"Kreuzgassenbrücke","17|18","Brücke"
"Personentunnel unter der Südbahn","23","lokaler (interner) Straßenname"
"Unterfahrung Kuchelauer Hafenstraße","19","Unterführung"
"Hartwig-Balzen-Gasse","21","Gemeindestraße"
"Park Beethovenruhe","19","Park"
"Güterslohgasse","22","Gemeindestraße"
"Margit-Doppler-Gasse","22","Gemeindestraße"
"Biljan-Bilger-Gasse","22","Gemeindestraße"
"Rosa-Fischer-Gasse","3|11","Gemeindestraße"
"KLG Leopoldau (Gr.Ö)","21","Kleingartenanlage"
